sexo,posse_de_veiculo,posse_de_imovel,qtd_filhos,idade,tempo_emprego,possui_celular,possui_fone_comercial,possui_fone,possui_email,qt_pessoas_residencia,mau,tipo_renda_Pensioner,tipo_renda_State servant,tipo_renda_Student,tipo_renda_Working,educacao_Higher education,educacao_Incomplete higher,educacao_Lower secondary,educacao_Secondary / secondary special,estado_civil_Married,estado_civil_Separated,estado_civil_Single / not married,estado_civil_Widow,tipo_residencia_House / apartment,tipo_residencia_Municipal apartment,tipo_residencia_Office apartment,tipo_residencia_Rented apartment,tipo_residencia_With parents
0,0,1,0,50,16,1,0,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,0,1,0,50,16,1,0,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,0,1,0,50,16,1,0,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,1,1,1,41,6,1,0,1,0,3,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
1,1,1,1,41,6,1,0,1,0,3,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
1,1,1,1,41,6,1,0,1,0,3,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
1,1,1,1,41,6,1,0,1,0,3,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
1,1,1,1,41,6,1,0,1,0,3,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
1,1,1,1,41,6,1,0,1,0,3,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
1,1,1,1,41,6,1,0,1,0,3,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
1,1,1,1,33,7,1,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1,1,1,0,37,9,1,0,1,0,2,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,1,0,58,-1000,1,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,1,0,58,-1000,1,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1,0,1,0,51,15,1,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
0,1,1,0,50,5,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
0,1,1,0,50,5,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
0,1,1,0,50,5,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
0,1,1,0,50,5,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
0,1,1,0,50,5,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
0,0,1,0,57,19,1,0,0,0,2,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
0,0,1,0,57,19,1,0,0,0,2,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0,1,48,7,1,1,0,0,3,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,0,50,9,1,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
1,1,1,1,35,2,1,0,1,0,3,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,1,0,63,-1000,1,0,1,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,1,0,63,-1000,1,0,1,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,1,0,63,-1000,1,0,1,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,1,0,63,-1000,1,0,1,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,1,0,63,-1000,1,0,1,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,1,1,33,2,1,1,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
0,0,1,1,42,3,1,0,0,0,2,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
0,0,1,0,51,12,1,0,0,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0,0,1,0,51,12,1,0,0,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0,0,1,0,51,12,1,0,0,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0,0,1,0,42,4,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,1,0,42,4,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,1,0,42,4,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,1,1,43,10,1,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
0,0,1,1,43,10,1,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
0,0,1,1,43,10,1,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
0,0,1,1,43,10,1,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
0,0,1,1,43,10,1,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
0,0,1,1,43,10,1,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
0,0,1,1,43,10,1,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
0,0,1,1,43,10,1,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
0,0,1,1,43,10,1,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
0,0,1,0,62,-1000,1,0,1,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,1,0,62,-1000,1,0,1,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,1,0,62,-1000,1,0,1,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,1,0,62,-1000,1,0,1,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,1,0,62,-1000,1,0,1,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,1,0,62,-1000,1,0,1,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1,1,1,1,39,16,1,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
0,0,1,0,60,9,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
0,1,1,0,47,13,1,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
0,0,1,1,39,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
0,0,1,1,39,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
0,0,1,1,39,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
0,0,1,1,39,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
0,0,1,1,39,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
0,0,1,1,39,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
0,0,1,1,39,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
0,0,1,1,39,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
0,0,1,1,39,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
0,0,1,0,40,3,1,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,1,0,40,3,1,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,1,0,40,3,1,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,1,0,40,3,1,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,1,0,40,3,1,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,1,0,40,3,1,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,1,0,40,3,1,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
0,1,0,0,57,-1000,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
0,1,0,0,57,-1000,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
0,1,1,0,34,5,1,1,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
0,1,1,0,34,5,1,1,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
0,0,1,1,34,7,1,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
0,0,1,0,55,-1000,1,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,1,0,60,-1000,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
1,1,1,1,44,8,1,1,1,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
0,1,1,1,30,4,1,0,0,0,3,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1,1,1,0,34,6,1,0,0,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0,1,0,0,56,-1000,1,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1,1,1,0,46,6,1,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,0,1,41,5,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,0,1,0,54,0,1,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,0,0,47,2,1,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
0,0,1,0,31,4,1,0,1,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,1,0,27,6,1,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
1,0,0,0,32,9,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
1,0,0,0,32,9,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
0,0,1,0,45,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,1,0,45,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,1,0,53,8,1,1,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
0,0,1,0,41,7,1,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,1,0,32,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
0,1,1,1,41,18,1,0,0,0,3,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1,0,0,0,25,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
1,1,1,0,47,2,1,0,1,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,0,1,33,8,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,0,0,0,35,6,1,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,0,0,61,6,1,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,1,0,48,15,1,0,0,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0,0,1,1,28,6,1,1,0,0,3,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
0,0,1,0,52,13,1,1,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,1,0,52,13,1,1,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1,1,1,0,30,2,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
1,1,1,0,33,4,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,0,1,0,62,-1000,1,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,1,0,32,12,1,0,0,0,2,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
0,0,1,0,32,12,1,0,0,0,2,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
0,0,1,0,32,12,1,0,0,0,2,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
0,0,1,0,60,-1000,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,0,1,1,43,3,1,0,0,0,3,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1,0,1,1,43,3,1,0,0,0,3,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1,0,1,1,43,3,1,0,0,0,3,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,1,0,58,-1000,1,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1,0,0,2,26,3,1,0,0,0,4,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
0,1,1,0,43,8,1,1,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
0,1,1,0,43,8,1,1,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,1,0,56,11,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1,1,0,0,25,3,1,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1,1,0,0,25,3,1,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1,1,0,0,25,3,1,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1,1,1,2,40,3,1,0,0,0,4,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1,1,1,2,40,3,1,0,0,0,4,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1,1,1,2,40,3,1,0,0,0,4,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,1,1,40,2,1,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
0,0,1,1,40,2,1,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
0,0,1,0,66,-1000,1,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,1,0,66,-1000,1,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,1,0,66,-1000,1,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,1,0,66,-1000,1,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,1,0,66,-1000,1,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,1,2,31,0,1,0,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,1,2,31,0,1,0,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0,1,1,1,46,0,1,0,0,0,3,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
0,1,1,1,46,0,1,0,0,0,3,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
0,1,1,1,46,0,1,0,0,0,3,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
0,1,1,1,46,0,1,0,0,0,3,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1,1,1,0,28,4,1,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1,1,1,0,28,4,1,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1,1,1,0,28,4,1,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1,1,1,0,28,4,1,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0,0,1,2,30,9,1,0,0,0,4,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0,0,1,2,30,9,1,0,0,0,4,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0,0,1,2,30,9,1,0,0,0,4,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0,0,1,2,30,9,1,0,0,0,4,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0,0,1,2,30,9,1,0,0,0,4,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0,0,1,2,30,9,1,0,0,0,4,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0,1,33,8,1,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
0,0,0,1,33,8,1,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
0,0,0,0,66,-1000,1,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,0,0,66,-1000,1,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,0,0,66,-1000,1,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,0,0,66,-1000,1,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
0,1,1,0,54,16,1,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
0,1,1,0,54,16,1,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,1,0,57,-1000,1,0,1,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,1,0,57,-1000,1,0,1,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,1,0,57,-1000,1,0,1,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,1,0,57,-1000,1,0,1,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,1,0,36,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
0,0,1,0,36,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
0,0,1,0,36,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
0,0,1,0,36,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
0,0,1,3,38,14,1,0,0,0,5,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
1,0,1,1,28,2,1,0,1,0,3,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
1,0,1,1,28,2,1,0,1,0,3,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
1,0,1,1,28,2,1,0,1,0,3,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
1,0,1,1,28,2,1,0,1,0,3,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
1,0,1,1,28,2,1,0,1,0,3,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
0,0,1,0,29,2,1,1,1,0,2,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
0,0,1,0,29,2,1,1,1,0,2,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0,1,49,-1000,1,0,0,0,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
0,0,0,1,49,-1000,1,0,0,0,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
0,1,0,0,48,21,1,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,1,0,0,48,21,1,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,1,0,0,48,21,1,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,1,0,0,48,21,1,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,1,0,46,2,1,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1,0,1,1,35,12,1,0,0,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
0,0,1,0,60,39,1,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,1,0,60,39,1,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,1,0,60,39,1,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,1,0,60,39,1,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1,1,1,0,26,3,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
1,1,1,1,42,-1000,1,0,0,0,3,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1,1,1,1,42,-1000,1,0,0,0,3,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1,1,1,1,42,-1000,1,0,0,0,3,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1,1,1,1,42,-1000,1,0,0,0,3,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1,1,1,0,38,0,1,0,0,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1,1,1,0,38,0,1,0,0,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0,0,64,-1000,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
0,0,0,0,64,-1000,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
0,0,0,0,64,-1000,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
1,0,1,0,43,0,1,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1,0,1,0,43,0,1,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1,0,1,0,43,0,1,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1,1,1,2,38,1,1,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1,1,1,2,38,1,1,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1,1,1,2,38,1,1,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1,1,1,2,38,1,1,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
0,0,1,1,37,14,1,0,0,0,3,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,1,1,37,14,1,0,0,0,3,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,1,1,37,14,1,0,0,0,3,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,1,1,37,14,1,0,0,0,3,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,1,1,37,14,1,0,0,0,3,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,1,1,37,14,1,0,0,0,3,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,1,1,37,14,1,0,0,0,3,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,1,0,53,18,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
0,0,1,0,53,18,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
0,0,1,0,53,18,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
1,1,1,0,37,3,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,1,1,0,37,3,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,1,1,0,37,3,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,0,1,0,62,-1000,1,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,1,0,62,-1000,1,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1,1,1,0,34,14,1,0,0,1,2,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0,0,1,0,53,2,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,1,0,53,2,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,1,0,53,2,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,1,0,53,2,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,1,0,53,2,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1,1,0,1,24,1,1,0,0,1,3,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1,1,1,0,60,-1000,1,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1,1,1,0,60,-1000,1,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1,0,1,0,50,3,1,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1,0,1,0,50,3,1,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,1,0,46,4,1,1,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,1,0,46,4,1,1,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,1,0,46,4,1,1,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,1,0,67,-1000,1,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
0,0,1,0,67,-1000,1,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
